korean,latin,transcription
솿,swach,swacʰ
쇀,swak,swakʰ
쇁,swat,swatʰ
쇂,swap,swapʰ
쇃,swah,swah
쇄,swae,swa
쇅,swaeg,swaek
쇆,swaegg,swaek͈
쇇,swaegs,swaeks
쇈,swaen,swaen
쇉,swaenj,swaenɟ
쇊,swaenh,swaenh
쇋,swaed,swaet
쇌,swael,swaeɾ
쇍,swaelg,swaelg
쇎,swaelm,swaelm
쇏,swaelb,swaelb
쇐,swaels,swaels
쇑,swaelt,swaeltʰ
쇒,swaelp,swaelpʰ
쇓,swaelh,swaelh
쇔,swaem,swaem
쇕,swaeb,swaep
쇖,swaebs,swaeps
쇗,swaes,swaes
쇘,swaess,swaes͈
쇙,swaeng,swaeŋ
쇚,swaej,swaec
쇛,swaech,swaecʰ
쇜,swaek,swaekʰ
쇝,swaet,swaetʰ
쇞,swaep,swaepʰ
쇟,swaeh,swaeh
쇠,soe,swe
쇡,soeg,swek
쇢,soegg,swek͈
쇣,soegs,sweks
쇤,soen,swen
쇥,soenj,swenɟ
쇦,soenh,swenh
쇧,soed,swet
쇨,soel,sweɾ
쇩,soelg,swelg
쇪,soelm,swelm
쇫,soelb,swelb
쇬,soels,swels
쇭,soelt,sweltʰ
쇮,soelp,swelpʰ
쇯,soelh,swelh
쇰,soem,swem
쇱,soeb,swep
쇲,soebs,sweps
쇳,soes,swes
쇴,soess,swes͈
쇵,soeng,sweŋ
쇶,soej,swec
쇷,soech,swecʰ
쇸,soek,swekʰ
쇹,soet,swetʰ
쇺,soep,swepʰ
쇻,soeh,sweh
쇼,syo,syo
쇽,syog,syok
쇾,syogg,syok͈
쇿,syogs,syoks
숀,syon,syon
숁,syonj,syonɟ
숂,syonh,syonh
숃,syod,syot
숄,syol,syoɾ
숅,syolg,syolg
숆,syolm,syolm
숇,syolb,syolb
숈,syols,syols
숉,syolt,syoltʰ
숊,syolp,syolpʰ
숋,syolh,syolh
숌,syom,syom
숍,syob,syop
숎,syobs,syops
숏,syos,syos
숐,syoss,syos͈
숑,syong,syoŋ
숒,syoj,syoc
숓,syoch,syocʰ
숔,syok,syokʰ
숕,syot,syotʰ
숖,syop,syopʰ
숗,syoh,syoh
수,su,su
숙,sug,suk
숚,sugg,suk͈
숛,sugs,suks
순,sun,sun
숝,sunj,sunɟ
숞,sunh,sunh
숟,sud,sut
술,sul,suɾ
숡,sulg,sulg
숢,sulm,sulm
숣,sulb,sulb
숤,suls,suls
숥,sult,sultʰ
숦,sulp,sulpʰ
숧,sulh,sulh
숨,sum,sum
숩,sub,sup
숪,subs,sups
숫,sus,sus
숬,suss,sus͈
숭,sung,suŋ
숮,suj,suc
숯,such,sucʰ
숰,suk,sukʰ
숱,sut,sutʰ
숲,sup,supʰ
숳,suh,suh
숴,sweo,sweo
숵,sweog,sweok
숶,sweogg,sweok͈
숷,sweogs,sweoks
숸,sweon,sweon
숹,sweonj,sweonɟ
숺,sweonh,sweonh
숻,sweod,sweot
숼,sweol,sweoɾ
숽,sweolg,sweolg
숾,sweolm,sweolm
숿,sweolb,sweolb
쉀,sweols,sweols
쉁,sweolt,sweoltʰ
쉂,sweolp,sweolpʰ
쉃,sweolh,sweolh
쉄,sweom,sweom
쉅,sweob,sweop
쉆,sweobs,sweops
쉇,sweos,sweos
쉈,sweoss,sweos͈
쉉,sweong,sweoŋ
쉊,sweoj,sweoc
쉋,sweoch,sweocʰ
쉌,sweok,sweokʰ
쉍,sweot,sweotʰ
쉎,sweop,sweopʰ
쉏,sweoh,sweoh
쉐,swe,swe
쉑,sweg,swek
쉒,swegg,swek͈
쉓,swegs,sweks
쉔,swen,swen
쉕,swenj,swenɟ
쉖,swenh,swenh
쉗,swed,swet
쉘,swel,sweɾ
쉙,swelg,swelg
쉚,swelm,swelm
쉛,swelb,swelb
쉜,swels,swels
쉝,swelt,sweltʰ
쉞,swelp,swelpʰ
쉟,swelh,swelh
쉠,swem,swem
쉡,sweb,swep
쉢,swebs,sweps
쉣,swes,swes
쉤,swess,swes͈
쉥,sweng,sweŋ
쉦,swej,swec
쉧,swech,swecʰ
쉨,swek,swekʰ
쉩,swet,swetʰ
쉪,swep,swepʰ
쉫,sweh,sweh
쉬,swi,swi
쉭,swig,swik
쉮,swigg,swik͈
쉯,swigs,swiks
쉰,swin,swin
쉱,swinj,swinɟ
쉲,swinh,swinh
쉳,swid,swit
쉴,swil,swiɾ
쉵,swilg,swilg
쉶,swilm,swilm
쉷,swilb,swilb
쉸,swils,swils
쉹,swilt,swiltʰ
쉺,swilp,swilpʰ
쉻,swilh,swilh
쉼,swim,swim
쉽,swib,swip
쉾,swibs,swips
쉿,swis,swis
슀,swiss,swis͈
슁,swing,swiŋ
슂,swij,swic
슃,swich,swicʰ
슄,swik,swikʰ
슅,swit,switʰ
슆,swip,swipʰ
슇,swih,swih
슈,syu,sju
슉,syug,sjuk
슊,syugg,sjuk͈
슋,syugs,sjuks
슌,syun,sjun
슍,syunj,sjunɟ
슎,syunh,sjunh
슏,syud,sjut
슐,syul,sjuɾ
슑,syulg,sjulg
슒,syulm,sjulm
슓,syulb,sjulb
슔,syuls,sjuls
슕,syult,sjultʰ
슖,syulp,sjulpʰ
슗,syulh,sjulh
슘,syum,sjum
슙,syub,sjup
슚,syubs,sjups
슛,syus,sjus
슜,syuss,sjus͈
슝,syung,sjuŋ
슞,syuj,sjuc
슟,syuch,sjucʰ
슠,syuk,sjukʰ
슡,syut,sjutʰ
슢,syup,sjupʰ
슣,syuh,sjuh
스,seu,sɨ
슥,seug,sɨk
슦,seugg,sɨk͈
슧,seugs,sɨks
슨,seun,sɨn
슩,seunj,sɨnɟ
슪,seunh,sɨnh
슫,seud,sɨt
슬,seul,sɨɾ
슭,seulg,sɨlg
슮,seulm,sɨlm
슯,seulb,sɨlb
슰,seuls,sɨls
슱,seult,sɨltʰ
슲,seulp,sɨlpʰ
슳,seulh,sɨlh
슴,seum,sɨm
습,seub,sɨp
슶,seubs,sɨps
슷,seus,sɨs
슸,seuss,sɨs͈
승,seung,sɨŋ
슺,seuj,sɨc
슻,seuch,sɨcʰ
슼,seuk,sɨkʰ
슽,seut,sɨtʰ
슾,seup,sɨpʰ
슿,seuh,sɨh
싀,syi,sы
싁,syig,sыk
싂,syigg,sыk͈
싃,syigs,sыks
싄,syin,sыn
싅,syinj,sыnɟ
싆,syinh,sыnh
싇,syid,sыt
싈,syil,sыɾ
싉,syilg,sыlg
싊,syilm,sыlm
싋,syilb,sыlb
싌,syils,sыls
싍,syilt,sыltʰ
싎,syilp,sыlpʰ
싏,syilh,sыlh
싐,syim,sыm
싑,syib,sыp
싒,syibs,sыps
싓,syis,sыs
싔,syiss,sыs͈
싕,sying,sыŋ
싖,syij,sыc
싗,syich,sыcʰ
싘,syik,sыkʰ
싙,syit,sыtʰ
싚,syip,sыpʰ
싛,syih,sыh
시,si,si
식,sig,sik
싞,sigg,sik͈
싟,sigs,siks
신,sin,sin
싡,sinj,sinɟ
싢,sinh,sinh
싣,sid,sit
실,sil,siɾ
싥,silg,silg
싦,silm,silm
싧,silb,silb
싨,sils,sils
싩,silt,siltʰ
싪,silp,silpʰ
싫,silh,silh
심,sim,sim
십,sib,sip
싮,sibs,sips
싯,sis,sis
싰,siss,sis͈
싱,sing,siŋ
싲,sij,sic
싳,sich,sicʰ
싴,sik,sikʰ
싵,sit,sitʰ
싶,sip,sipʰ
싷,sih,sih
싸,ssa,s͈a
싹,ssag,s͈ak
싺,ssagg,s͈ak͈
싻,ssags,s͈aks
싼,ssan,s͈an
싽,ssanj,s͈anɟ
싾,ssanh,s͈anh
싿,ssad,s͈at
쌀,ssal,s͈aɾ
쌁,ssalg,s͈alg
쌂,ssalm,s͈alm
쌃,ssalb,s͈alb
쌄,ssals,s͈als
쌅,ssalt,s͈altʰ
쌆,ssalp,s͈alpʰ
쌇,ssalh,s͈alh
쌈,ssam,s͈am
쌉,ssab,s͈ap
쌊,ssabs,s͈aps
쌋,ssas,s͈as
쌌,ssass,s͈as͈
쌍,ssang,s͈aŋ
쌎,ssaj,s͈ac
쌏,ssach,s͈acʰ
쌐,ssak,s͈akʰ
쌑,ssat,s͈atʰ
쌒,ssap,s͈apʰ
쌓,ssah,s͈ah
쌔,ssae,s͈ɛ
쌕,ssaeg,s͈ɛk
쌖,ssaegg,s͈ɛk͈
쌗,ssaegs,s͈ɛks
쌘,ssaen,s͈ɛn
쌙,ssaenj,s͈ɛnɟ
쌚,ssaenh,s͈ɛnh
쌛,ssaed,s͈ɛt
쌜,ssael,s͈ɛɾ
쌝,ssaelg,s͈ɛlg
쌞,ssaelm,s͈ɛlm
쌟,ssaelb,s͈ɛlb
쌠,ssaels,s͈ɛls
쌡,ssaelt,s͈ɛltʰ
쌢,ssaelp,s͈ɛlpʰ
쌣,ssaelh,s͈ɛlh
쌤,ssaem,s͈ɛm
쌥,ssaeb,s͈ɛp
쌦,ssaebs,s͈ɛps
쌧,ssaes,s͈ɛs
쌨,ssaess,s͈ɛs͈
쌩,ssaeng,s͈ɛŋ
쌪,ssaej,s͈ɛc
쌫,ssaech,s͈ɛcʰ
쌬,ssaek,s͈ɛkʰ
쌭,ssaet,s͈ɛtʰ
쌮,ssaep,s͈ɛpʰ
쌯,ssaeh,s͈ɛh
쌰,ssya,s͈ja
쌱,ssyag,s͈jak
쌲,ssyagg,s͈jak͈
쌳,ssyags,s͈jaks
쌴,ssyan,s͈jan
쌵,ssyanj,s͈janɟ
쌶,ssyanh,s͈janh
쌷,ssyad,s͈jat
쌸,ssyal,s͈jaɾ
쌹,ssyalg,s͈jalg
쌺,ssyalm,s͈jalm
쌻,ssyalb,s͈jalb
쌼,ssyals,s͈jals
쌽,ssyalt,s͈jaltʰ
쌾,ssyalp,s͈jalpʰ
쌿,ssyalh,s͈jalh
썀,ssyam,s͈jam
썁,ssyab,s͈jap
썂,ssyabs,s͈japs
썃,ssyas,s͈jas
썄,ssyass,s͈jas͈
썅,ssyang,s͈jaŋ
썆,ssyaj,s͈jac
썇,ssyach,s͈jacʰ
썈,ssyak,s͈jakʰ
썉,ssyat,s͈jatʰ
썊,ssyap,s͈japʰ
썋,ssyah,s͈jah
썌,ssyae,s͈ja
썍,ssyaeg,s͈jaek
썎,ssyaegg,s͈jaek͈
썏,ssyaegs,s͈jaeks
썐,ssyaen,s͈jaen
썑,ssyaenj,s͈jaenɟ
썒,ssyaenh,s͈jaenh
썓,ssyaed,s͈jaet
썔,ssyael,s͈jaeɾ
썕,ssyaelg,s͈jaelg
썖,ssyaelm,s͈jaelm
썗,ssyaelb,s͈jaelb
썘,ssyaels,s͈jaels
썙,ssyaelt,s͈jaeltʰ
썚,ssyaelp,s͈jaelpʰ
썛,ssyaelh,s͈jaelh
썜,ssyaem,s͈jaem
썝,ssyaeb,s͈jaep
썞,ssyaebs,s͈jaeps
썟,ssyaes,s͈jaes
썠,ssyaess,s͈jaes͈
썡,ssyaeng,s͈jaeŋ
썢,ssyaej,s͈jaec
썣,ssyaech,s͈jaecʰ
썤,ssyaek,s͈jaekʰ
썥,ssyaet,s͈jaetʰ
썦,ssyaep,s͈jaepʰ
썧,ssyaeh,s͈jaeh
써,sseo,s͈eo
썩,sseog,s͈eok
썪,sseogg,s͈eok͈
썫,sseogs,s͈eoks
썬,sseon,s͈eon
썭,sseonj,s͈eonɟ
썮,sseonh,s͈eonh
썯,sseod,s͈eot
썰,sseol,s͈eoɾ
썱,sseolg,s͈eolg
썲,sseolm,s͈eolm
썳,sseolb,s͈eolb
썴,sseols,s͈eols
썵,sseolt,s͈eoltʰ
썶,sseolp,s͈eolpʰ
썷,sseolh,s͈eolh
썸,sseom,s͈eom
썹,sseob,s͈eop
썺,sseobs,s͈eops
썻,sseos,s͈eos
썼,sseoss,s͈eos͈
썽,sseong,s͈eoŋ
썾,sseoj,s͈eoc
썿,sseoch,s͈eocʰ
쎀,sseok,s͈eokʰ
쎁,sseot,s͈eotʰ
쎂,sseop,s͈eopʰ
쎃,sseoh,s͈eoh
쎄,sse,s͈e
쎅,sseg,s͈ek
쎆,ssegg,s͈ek͈
쎇,ssegs,s͈eks
쎈,ssen,s͈en
쎉,ssenj,s͈enɟ
쎊,ssenh,s͈enh
쎋,ssed,s͈et
쎌,ssel,s͈eɾ
쎍,sselg,s͈elg
쎎,sselm,s͈elm
쎏,sselb,s͈elb
쎐,ssels,s͈els
쎑,sselt,s͈eltʰ
쎒,sselp,s͈elpʰ
쎓,sselh,s͈elh
쎔,ssem,s͈em
쎕,sseb,s͈ep
쎖,ssebs,s͈eps
쎗,sses,s͈es
쎘,ssess,s͈es͈
쎙,sseng,s͈eŋ
쎚,ssej,s͈ec
쎛,ssech,s͈ecʰ
쎜,ssek,s͈ekʰ
쎝,sset,s͈etʰ
쎞,ssep,s͈epʰ
쎟,sseh,s͈eh
쎠,ssyeo,s͈jeo
쎡,ssyeog,s͈jeok
쎢,ssyeogg,s͈jeok͈
쎣,ssyeogs,s͈jeoks
쎤,ssyeon,s͈jeon
쎥,ssyeonj,s͈jeonɟ
쎦,ssyeonh,s͈jeonh
쎧,ssyeod,s͈jeot
쎨,ssyeol,s͈jeoɾ
쎩,ssyeolg,s͈jeolg
쎪,ssyeolm,s͈jeolm
쎫,ssyeolb,s͈jeolb
쎬,ssyeols,s͈jeols
쎭,ssyeolt,s͈jeoltʰ
쎮,ssyeolp,s͈jeolpʰ
쎯,ssyeolh,s͈jeolh
쎰,ssyeom,s͈jeom
쎱,ssyeob,s͈jeop
쎲,ssyeobs,s͈jeops
쎳,ssyeos,s͈jeos
쎴,ssyeoss,s͈jeos͈
쎵,ssyeong,s͈jeoŋ
쎶,ssyeoj,s͈jeoc
쎷,ssyeoch,s͈jeocʰ
쎸,ssyeok,s͈jeokʰ
쎹,ssyeot,s͈jeotʰ
쎺,ssyeop,s͈jeopʰ
쎻,ssyeoh,s͈jeoh
쎼,ssye,s͈je
쎽,ssyeg,s͈jek
쎾,ssyegg,s͈jek͈
쎿,ssyegs,s͈jeks
쏀,ssyen,s͈jen
쏁,ssyenj,s͈jenɟ
쏂,ssyenh,s͈jenh
쏃,ssyed,s͈jet
쏄,ssyel,s͈jeɾ
쏅,ssyelg,s͈jelg
쏆,ssyelm,s͈jelm
쏇,ssyelb,s͈jelb
쏈,ssyels,s͈jels
쏉,ssyelt,s͈jeltʰ
쏊,ssyelp,s͈jelpʰ
쏋,ssyelh,s͈jelh
쏌,ssyem,s͈jem
쏍,ssyeb,s͈jep
쏎,ssyebs,s͈jeps
쏏,ssyes,s͈jes
쏐,ssyess,s͈jes͈
쏑,ssyeng,s͈jeŋ
쏒,ssyej,s͈jec
쏓,ssyech,s͈jecʰ
쏔,ssyek,s͈jekʰ
쏕,ssyet,s͈jetʰ
쏖,ssyep,s͈jepʰ
쏗,ssyeh,s͈jeh
쏘,sso,s͈o
쏙,ssog,s͈ok
쏚,ssogg,s͈ok͈
쏛,ssogs,s͈oks
쏜,sson,s͈on
쏝,ssonj,s͈onɟ
쏞,ssonh,s͈onh
쏟,ssod,s͈ot
쏠,ssol,s͈oɾ
쏡,ssolg,s͈olg
쏢,ssolm,s͈olm
쏣,ssolb,s͈olb
쏤,ssols,s͈ols
쏥,ssolt,s͈oltʰ
쏦,ssolp,s͈olpʰ
쏧,ssolh,s͈olh
쏨,ssom,s͈om
쏩,ssob,s͈op
쏪,ssobs,s͈ops
쏫,ssos,s͈os
쏬,ssoss,s͈os͈
쏭,ssong,s͈oŋ
쏮,ssoj,s͈oc
쏯,ssoch,s͈ocʰ
쏰,ssok,s͈okʰ
쏱,ssot,s͈otʰ
쏲,ssop,s͈opʰ
쏳,ssoh,s͈oh
쏴,sswa,s͈wa
쏵,sswag,s͈wak
쏶,sswagg,s͈wak͈
쏷,sswags,s͈waks
쏸,sswan,s͈wan
쏹,sswanj,s͈wanɟ
쏺,sswanh,s͈wanh
쏻,sswad,s͈wat
쏼,sswal,s͈waɾ
쏽,sswalg,s͈walg
쏾,sswalm,s͈walm
쏿,sswalb,s͈walb
쐀,sswals,s͈wals
쐁,sswalt,s͈waltʰ
쐂,sswalp,s͈walpʰ
쐃,sswalh,s͈walh
쐄,sswam,s͈wam
쐅,sswab,s͈wap
쐆,sswabs,s͈waps
쐇,sswas,s͈was
쐈,sswass,s͈was͈
쐉,sswang,s͈waŋ
쐊,sswaj,s͈wac
쐋,sswach,s͈wacʰ
쐌,sswak,s͈wakʰ
쐍,sswat,s͈watʰ
쐎,sswap,s͈wapʰ
쐏,sswah,s͈wah
쐐,sswae,s͈wa
쐑,sswaeg,s͈waek
쐒,sswaegg,s͈waek͈
쐓,sswaegs,s͈waeks
쐔,sswaen,s͈waen
쐕,sswaenj,s͈waenɟ
쐖,sswaenh,s͈waenh
쐗,sswaed,s͈waet
쐘,sswael,s͈waeɾ
쐙,sswaelg,s͈waelg
쐚,sswaelm,s͈waelm
쐛,sswaelb,s͈waelb
쐜,sswaels,s͈waels
쐝,sswaelt,s͈waeltʰ
쐞,sswaelp,s͈waelpʰ
쐟,sswaelh,s͈waelh
쐠,sswaem,s͈waem
쐡,sswaeb,s͈waep
쐢,sswaebs,s͈waeps
쐣,sswaes,s͈waes
쐤,sswaess,s͈waes͈
쐥,sswaeng,s͈waeŋ
쐦,sswaej,s͈waec
쐧,sswaech,s͈waecʰ
쐨,sswaek,s͈waekʰ
쐩,sswaet,s͈waetʰ
쐪,sswaep,s͈waepʰ
쐫,sswaeh,s͈waeh
쐬,ssoe,s͈we
쐭,ssoeg,s͈wek
쐮,ssoegg,s͈wek͈
쐯,ssoegs,s͈weks
쐰,ssoen,s͈wen
쐱,ssoenj,s͈wenɟ
쐲,ssoenh,s͈wenh
쐳,ssoed,s͈wet
쐴,ssoel,s͈weɾ
쐵,ssoelg,s͈welg
쐶,ssoelm,s͈welm
쐷,ssoelb,s͈welb
쐸,ssoels,s͈wels
쐹,ssoelt,s͈weltʰ
쐺,ssoelp,s͈welpʰ
쐻,ssoelh,s͈welh
쐼,ssoem,s͈wem
쐽,ssoeb,s͈wep
쐾,ssoebs,s͈weps
쐿,ssoes,s͈wes
쑀,ssoess,s͈wes͈
쑁,ssoeng,s͈weŋ
쑂,ssoej,s͈wec
쑃,ssoech,s͈wecʰ
쑄,ssoek,s͈wekʰ
쑅,ssoet,s͈wetʰ
쑆,ssoep,s͈wepʰ
쑇,ssoeh,s͈weh
쑈,ssyo,s͈yo
쑉,ssyog,s͈yok
쑊,ssyogg,s͈yok͈
쑋,ssyogs,s͈yoks
쑌,ssyon,s͈yon
쑍,ssyonj,s͈yonɟ
쑎,ssyonh,s͈yonh
쑏,ssyod,s͈yot
쑐,ssyol,s͈yoɾ
쑑,ssyolg,s͈yolg
쑒,ssyolm,s͈yolm
쑓,ssyolb,s͈yolb
쑔,ssyols,s͈yols
쑕,ssyolt,s͈yoltʰ
쑖,ssyolp,s͈yolpʰ
쑗,ssyolh,s͈yolh
쑘,ssyom,s͈yom
쑙,ssyob,s͈yop
쑚,ssyobs,s͈yops
쑛,ssyos,s͈yos
쑜,ssyoss,s͈yos͈
쑝,ssyong,s͈yoŋ
쑞,ssyoj,s͈yoc
쑟,ssyoch,s͈yocʰ
쑠,ssyok,s͈yokʰ
쑡,ssyot,s͈yotʰ
쑢,ssyop,s͈yopʰ
쑣,ssyoh,s͈yoh
쑤,ssu,s͈u
쑥,ssug,s͈uk
쑦,ssugg,s͈uk͈
쑧,ssugs,s͈uks
쑨,ssun,s͈un
쑩,ssunj,s͈unɟ
쑪,ssunh,s͈unh
쑫,ssud,s͈ut
쑬,ssul,s͈uɾ
쑭,ssulg,s͈ulg
쑮,ssulm,s͈ulm
쑯,ssulb,s͈ulb
쑰,ssuls,s͈uls
쑱,ssult,s͈ultʰ
쑲,ssulp,s͈ulpʰ
쑳,ssulh,s͈ulh
쑴,ssum,s͈um
쑵,ssub,s͈up
쑶,ssubs,s͈ups
쑷,ssus,s͈us
쑸,ssuss,s͈us͈
쑹,ssung,s͈uŋ
쑺,ssuj,s͈uc
쑻,ssuch,s͈ucʰ
쑼,ssuk,s͈ukʰ
쑽,ssut,s͈utʰ
쑾,ssup,s͈upʰ
쑿,ssuh,s͈uh
쒀,ssweo,s͈weo
쒁,ssweog,s͈weok
쒂,ssweogg,s͈weok͈
쒃,ssweogs,s͈weoks
쒄,ssweon,s͈weon
쒅,ssweonj,s͈weonɟ
쒆,ssweonh,s͈weonh
쒇,ssweod,s͈weot
쒈,ssweol,s͈weoɾ
쒉,ssweolg,s͈weolg
쒊,ssweolm,s͈weolm
쒋,ssweolb,s͈weolb
쒌,ssweols,s͈weols
쒍,ssweolt,s͈weoltʰ
쒎,ssweolp,s͈weolpʰ
쒏,ssweolh,s͈weolh
쒐,ssweom,s͈weom
쒑,ssweob,s͈weop
쒒,ssweobs,s͈weops
쒓,ssweos,s͈weos
쒔,ssweoss,s͈weos͈
쒕,ssweong,s͈weoŋ
쒖,ssweoj,s͈weoc
쒗,ssweoch,s͈weocʰ
쒘,ssweok,s͈weokʰ
쒙,ssweot,s͈weotʰ
쒚,ssweop,s͈weopʰ
쒛,ssweoh,s͈weoh
쒜,sswe,s͈we
쒝,ssweg,s͈wek
쒞,sswegg,s͈wek͈
쒟,sswegs,s͈weks
쒠,sswen,s͈wen
쒡,sswenj,s͈wenɟ
쒢,sswenh,s͈wenh
쒣,sswed,s͈wet
쒤,sswel,s͈weɾ
쒥,sswelg,s͈welg
쒦,sswelm,s͈welm
쒧,sswelb,s͈welb
쒨,sswels,s͈wels
쒩,sswelt,s͈weltʰ
쒪,sswelp,s͈welpʰ
쒫,sswelh,s͈welh
쒬,sswem,s͈wem
쒭,ssweb,s͈wep
쒮,sswebs,s͈weps
쒯,sswes,s͈wes
쒰,sswess,s͈wes͈
쒱,ssweng,s͈weŋ
쒲,sswej,s͈wec
쒳,sswech,s͈wecʰ
쒴,sswek,s͈wekʰ
쒵,sswet,s͈wetʰ
쒶,sswep,s͈wepʰ
쒷,ssweh,s͈weh
쒸,sswi,s͈wi
쒹,sswig,s͈wik
쒺,sswigg,s͈wik͈
쒻,sswigs,s͈wiks
쒼,sswin,s͈win
쒽,sswinj,s͈winɟ
쒾,sswinh,s͈winh
쒿,sswid,s͈wit
쓀,sswil,s͈wiɾ
쓁,sswilg,s͈wilg
쓂,sswilm,s͈wilm
쓃,sswilb,s͈wilb
쓄,sswils,s͈wils
쓅,sswilt,s͈wiltʰ
쓆,sswilp,s͈wilpʰ
쓇,sswilh,s͈wilh
쓈,sswim,s͈wim
쓉,sswib,s͈wip
쓊,sswibs,s͈wips
쓋,sswis,s͈wis
쓌,sswiss,s͈wis͈
쓍,sswing,s͈wiŋ
쓎,sswij,s͈wic
쓏,sswich,s͈wicʰ
쓐,sswik,s͈wikʰ
쓑,sswit,s͈witʰ
쓒,sswip,s͈wipʰ
쓓,sswih,s͈wih
쓔,ssyu,s͈ju
쓕,ssyug,s͈juk
쓖,ssyugg,s͈juk͈
쓗,ssyugs,s͈juks
쓘,ssyun,s͈jun
쓙,ssyunj,s͈junɟ
쓚,ssyunh,s͈junh
쓛,ssyud,s͈jut
쓜,ssyul,s͈juɾ
쓝,ssyulg,s͈julg
쓞,ssyulm,s͈julm
쓟,ssyulb,s͈julb
쓠,ssyuls,s͈juls
쓡,ssyult,s͈jultʰ
쓢,ssyulp,s͈julpʰ
쓣,ssyulh,s͈julh
쓤,ssyum,s͈jum
쓥,ssyub,s͈jup
쓦,ssyubs,s͈jups
쓧,ssyus,s͈jus
쓨,ssyuss,s͈jus͈
쓩,ssyung,s͈juŋ
쓪,ssyuj,s͈juc
쓫,ssyuch,s͈jucʰ
쓬,ssyuk,s͈jukʰ
쓭,ssyut,s͈jutʰ
쓮,ssyup,s͈jupʰ
쓯,ssyuh,s͈juh
쓰,sseu,s͈ɨ
쓱,sseug,s͈ɨk
쓲,sseugg,s͈ɨk͈
쓳,sseugs,s͈ɨks
쓴,sseun,s͈ɨn
쓵,sseunj,s͈ɨnɟ
쓶,sseunh,s͈ɨnh
쓷,sseud,s͈ɨt
쓸,sseul,s͈ɨɾ
쓹,sseulg,s͈ɨlg
쓺,sseulm,s͈ɨlm
쓻,sseulb,s͈ɨlb
쓼,sseuls,s͈ɨls
쓽,sseult,s͈ɨltʰ
쓾,sseulp,s͈ɨlpʰ
쓿,sseulh,s͈ɨlh
씀,sseum,s͈ɨm
씁,sseub,s͈ɨp
씂,sseubs,s͈ɨps
씃,sseus,s͈ɨs
씄,sseuss,s͈ɨs͈
씅,sseung,s͈ɨŋ
씆,sseuj,s͈ɨc
씇,sseuch,s͈ɨcʰ
씈,sseuk,s͈ɨkʰ
씉,sseut,s͈ɨtʰ
씊,sseup,s͈ɨpʰ
씋,sseuh,s͈ɨh
씌,ssyi,s͈ы
씍,ssyig,s͈ыk
씎,ssyigg,s͈ыk͈
씏,ssyigs,s͈ыks
씐,ssyin,s͈ыn
씑,ssyinj,s͈ыnɟ
씒,ssyinh,s͈ыnh
씓,ssyid,s͈ыt
씔,ssyil,s͈ыɾ
씕,ssyilg,s͈ыlg
씖,ssyilm,s͈ыlm
씗,ssyilb,s͈ыlb
씘,ssyils,s͈ыls
씙,ssyilt,s͈ыltʰ
씚,ssyilp,s͈ыlpʰ
씛,ssyilh,s͈ыlh
씜,ssyim,s͈ыm
씝,ssyib,s͈ыp
씞,ssyibs,s͈ыps
씟,ssyis,s͈ыs
씠,ssyiss,s͈ыs͈
씡,ssying,s͈ыŋ
씢,ssyij,s͈ыc
씣,ssyich,s͈ыcʰ
씤,ssyik,s͈ыkʰ
씥,ssyit,s͈ыtʰ
씦,ssyip,s͈ыpʰ
씧,ssyih,s͈ыh
씨,ssi,s͈i
씩,ssig,s͈ik
씪,ssigg,s͈ik͈
씫,ssigs,s͈iks
씬,ssin,s͈in
씭,ssinj,s͈inɟ
씮,ssinh,s͈inh
씯,ssid,s͈it
씰,ssil,s͈iɾ
씱,ssilg,s͈ilg
씲,ssilm,s͈ilm
씳,ssilb,s͈ilb
씴,ssils,s͈ils
씵,ssilt,s͈iltʰ
씶,ssilp,s͈ilpʰ
씷,ssilh,s͈ilh
씸,ssim,s͈im
씹,ssib,s͈ip
씺,ssibs,s͈ips
씻,ssis,s͈is
씼,ssiss,s͈is͈
씽,ssing,s͈iŋ
씾,ssij,s͈ic
씿,ssich,s͈icʰ
앀,ssik,s͈ikʰ
앁,ssit,s͈itʰ
앂,ssip,s͈ipʰ
앃,ssih,s͈ih
아,a,a
악,ag,ak
앆,agg,ak͈
앇,ags,aks
안,an,an
앉,anj,anɟ
않,anh,anh
앋,ad,at
알,al,aɾ
앍,alg,alg
앎,alm,alm
앏,alb,alb
앐,als,als
앑,alt,altʰ
앒,alp,alpʰ
앓,alh,alh
암,am,am
압,ab,ap
앖,abs,aps
앗,as,as
았,ass,as͈
앙,ang,aŋ
앚,aj,ac
앛,ach,acʰ
앜,ak,akʰ
앝,at,atʰ
앞,ap,apʰ
앟,ah,ah
애,ae,ɛ
액,aeg,ɛk
앢,aegg,ɛk͈
앣,aegs,ɛks
앤,aen,ɛn
앥,aenj,ɛnɟ
앦,aenh,ɛnh
앧,aed,ɛt
앨,ael,ɛɾ
앩,aelg,ɛlg
앪,aelm,ɛlm
앫,aelb,ɛlb
앬,aels,ɛls
앭,aelt,ɛltʰ
앮,aelp,ɛlpʰ
앯,aelh,ɛlh
앰,aem,ɛm
앱,aeb,ɛp
앲,aebs,ɛps
앳,aes,ɛs
앴,aess,ɛs͈
앵,aeng,ɛŋ
앶,aej,ɛc
앷,aech,ɛcʰ
앸,aek,ɛkʰ
앹,aet,ɛtʰ
앺,aep,ɛpʰ
앻,aeh,ɛh
야,ya,ja
약,yag,jak
앾,yagg,jak͈
앿,yags,jaks
얀,yan,jan
